id,title,body,notification_priority,title_tokens,body_tokens
400,ओलम्पिक मा प्रधानमन्त्री नयाँ कदम,ओलम्पिक को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,0,"['ओलम्पिक', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['ओलम्पिक', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
401,ओलम्पिक प्रविधि नयाँ प्रयोग,फाइभजी मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['ओलम्पिक', 'प्रविधिको', 'नयाँ', 'प्रयोग']","['फाइभजी', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
402,भारत प्रविधि नयाँ प्रयोग,चीन मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['भारत', 'प्रविधिको', 'नयाँ', 'प्रयोग']","['चीन', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
403,नेपाल सम्बन्ध नयाँ मस्यौदा,भारत को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,0,"['नेपाल', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['भारत', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
404,क्रिकेट ले नयाँ उपकरण सार्वजनिक गर्यो,फाइभजी को सुरुवात भविष्य गति थप्नेछ।,0,"['क्रिकेट', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['फाइभजी', 'को', 'सुरुवातले', 'भविष्यमा', 'गति', 'थप्नेछ', '।']"
405,फाइभजी नेटवर्क सुरुवात,ओलम्पिक मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,0,"['फाइभजी', 'नेटवर्कको', 'सुरुवात']","['ओलम्पिक', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
406,फाइभजी मा प्रधानमन्त्री नयाँ कदम,भारत को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,1,"['फाइभजी', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['भारत', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
407,भारत मा नेपाल ऐतिहासिक जीत,चीन खेल दर्शक ध्यान ताने छ।,0,"['भारत', 'मा', 'नेपालको', 'ऐतिहासिक', 'जीत']","['चीन', 'खेलले', 'दर्शकको', 'ध्यान', 'तानेको', 'छ', '।']"
408,फाइभजी ले नयाँ उपकरण सार्वजनिक गर्यो,नेपाल मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['फाइभजी', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['नेपाल', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
409,चीन संसद् बैठक स्थगित,चीन सम्बन्ध सरकार तर्फ चासो व्यक्त।,1,"['चीन', 'संसद्', 'बैठक', 'स्थगित']","['चीन', 'सम्बन्धमा', 'सरकारको', 'तर्फबाट', 'चासो', 'व्यक्त', '।']"
410,नेपाल फाइनल खेल तयारी,चीन खेलाडी मेहनत स्वर्ण पदक नेपाल दिलायो।,0,"['नेपाल', 'फाइनल', 'खेलको', 'तयारी']","['चीन', 'खेलाडीको', 'मेहनतले', 'स्वर्ण', 'पदक', 'नेपाललाई', 'दिलायो', '।']"
411,ओलम्पिक खेलाडी स्वर्ण जिते,नेपाल प्रतियोगिता नेपाल ऐतिहासिक प्रदर्शन।,0,"['ओलम्पिक', 'खेलाडीले', 'स्वर्ण', 'जिते']","['नेपाल', 'प्रतियोगितामा', 'नेपालको', 'ऐतिहासिक', 'प्रदर्शन', '।']"
412,चीन ले नयाँ उपकरण सार्वजनिक गर्यो,नेपाल ले नयाँ उत्पाद बजार चकित पारे छ।,0,"['चीन', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['नेपाल', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
413,एआई संसद् बैठक स्थगित,ओलम्पिक सम्बन्ध सरकार तर्फ चासो व्यक्त।,1,"['एआई', 'संसद्', 'बैठक', 'स्थगित']","['ओलम्पिक', 'सम्बन्धमा', 'सरकारको', 'तर्फबाट', 'चासो', 'व्यक्त', '।']"
414,क्रिकेट ले नयाँ उपकरण सार्वजनिक गर्यो,भारत को सुरुवात भविष्य गति थप्नेछ।,0,"['क्रिकेट', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['भारत', 'को', 'सुरुवातले', 'भविष्यमा', 'गति', 'थप्नेछ', '।']"
415,ओलम्पिक नेटवर्क सुरुवात,क्रिकेट को सुरुवात भविष्य गति थप्नेछ।,1,"['ओलम्पिक', 'नेटवर्कको', 'सुरुवात']","['क्रिकेट', 'को', 'सुरुवातले', 'भविष्यमा', 'गति', 'थप्नेछ', '।']"
416,ओलम्पिक सम्बन्ध नयाँ मस्यौदा,नेपाल सम्बन्ध सरकार तर्फ चासो व्यक्त।,0,"['ओलम्पिक', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['नेपाल', 'सम्बन्धमा', 'सरकारको', 'तर्फबाट', 'चासो', 'व्यक्त', '।']"
417,चीन सम्बन्ध नयाँ मस्यौदा,क्रिकेट को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,1,"['चीन', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['क्रिकेट', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
418,एआई खेलाडी स्वर्ण जिते,एआई प्रतियोगिता नेपाल ऐतिहासिक प्रदर्शन।,0,"['एआई', 'खेलाडीले', 'स्वर्ण', 'जिते']","['एआई', 'प्रतियोगितामा', 'नेपालको', 'ऐतिहासिक', 'प्रदर्शन', '।']"
419,नेपाल फाइनल खेल तयारी,क्रिकेट खेलाडी मेहनत स्वर्ण पदक नेपाल दिलायो।,1,"['नेपाल', 'फाइनल', 'खेलको', 'तयारी']","['क्रिकेट', 'खेलाडीको', 'मेहनतले', 'स्वर्ण', 'पदक', 'नेपाललाई', 'दिलायो', '।']"
420,फाइभजी खेलाडी स्वर्ण जिते,भारत प्रतियोगिता नेपाल ऐतिहासिक प्रदर्शन।,0,"['फाइभजी', 'खेलाडीले', 'स्वर्ण', 'जिते']","['भारत', 'प्रतियोगितामा', 'नेपालको', 'ऐतिहासिक', 'प्रदर्शन', '।']"
421,फाइभजी संसद् बैठक स्थगित,एआई सम्बन्ध सरकार तर्फ चासो व्यक्त।,0,"['फाइभजी', 'संसद्', 'बैठक', 'स्थगित']","['एआई', 'सम्बन्धमा', 'सरकारको', 'तर्फबाट', 'चासो', 'व्यक्त', '।']"
422,ओलम्पिक नेटवर्क सुरुवात,क्रिकेट मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['ओलम्पिक', 'नेटवर्कको', 'सुरुवात']","['क्रिकेट', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
423,नेपाल प्रविधि नयाँ प्रयोग,क्रिकेट मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,0,"['नेपाल', 'प्रविधिको', 'नयाँ', 'प्रयोग']","['क्रिकेट', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
424,भारत सम्बन्ध नयाँ मस्यौदा,फाइभजी को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,0,"['भारत', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['फाइभजी', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
425,क्रिकेट ले नयाँ उपकरण सार्वजनिक गर्यो,नेपाल को सुरुवात भविष्य गति थप्नेछ।,1,"['क्रिकेट', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['नेपाल', 'को', 'सुरुवातले', 'भविष्यमा', 'गति', 'थप्नेछ', '।']"
426,भारत मा नेपाल ऐतिहासिक जीत,फाइभजी खेल दर्शक ध्यान ताने छ।,0,"['भारत', 'मा', 'नेपालको', 'ऐतिहासिक', 'जीत']","['फाइभजी', 'खेलले', 'दर्शकको', 'ध्यान', 'तानेको', 'छ', '।']"
427,भारत सम्बन्ध नयाँ मस्यौदा,ओलम्पिक को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,0,"['भारत', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['ओलम्पिक', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
428,एआई सम्बन्ध नयाँ मस्यौदा,क्रिकेट को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,1,"['एआई', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['क्रिकेट', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
429,भारत नेटवर्क सुरुवात,एआई को सुरुवात भविष्य गति थप्नेछ।,1,"['भारत', 'नेटवर्कको', 'सुरुवात']","['एआई', 'को', 'सुरुवातले', 'भविष्यमा', 'गति', 'थप्नेछ', '।']"
430,ओलम्पिक प्रविधि नयाँ प्रयोग,एआई मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['ओलम्पिक', 'प्रविधिको', 'नयाँ', 'प्रयोग']","['एआई', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
431,चीन मा प्रधानमन्त्री नयाँ कदम,भारत सम्बन्ध सरकार तर्फ चासो व्यक्त।,1,"['चीन', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['भारत', 'सम्बन्धमा', 'सरकारको', 'तर्फबाट', 'चासो', 'व्यक्त', '।']"
432,चीन मा प्रधानमन्त्री नयाँ कदम,नेपाल को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,1,"['चीन', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['नेपाल', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
433,ओलम्पिक प्रविधि नयाँ प्रयोग,भारत को सुरुवात भविष्य गति थप्नेछ।,0,"['ओलम्पिक', 'प्रविधिको', 'नयाँ', 'प्रयोग']","['भारत', 'को', 'सुरुवातले', 'भविष्यमा', 'गति', 'थप्नेछ', '।']"
434,भारत खेलाडी स्वर्ण जिते,भारत खेल दर्शक ध्यान ताने छ।,0,"['भारत', 'खेलाडीले', 'स्वर्ण', 'जिते']","['भारत', 'खेलले', 'दर्शकको', 'ध्यान', 'तानेको', 'छ', '।']"
435,फाइभजी नेटवर्क सुरुवात,ओलम्पिक मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['फाइभजी', 'नेटवर्कको', 'सुरुवात']","['ओलम्पिक', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
436,भारत मा नेपाल ऐतिहासिक जीत,ओलम्पिक खेलाडी मेहनत स्वर्ण पदक नेपाल दिलायो।,0,"['भारत', 'मा', 'नेपालको', 'ऐतिहासिक', 'जीत']","['ओलम्पिक', 'खेलाडीको', 'मेहनतले', 'स्वर्ण', 'पदक', 'नेपाललाई', 'दिलायो', '।']"
437,क्रिकेट फाइनल खेल तयारी,भारत खेलाडी मेहनत स्वर्ण पदक नेपाल दिलायो।,0,"['क्रिकेट', 'फाइनल', 'खेलको', 'तयारी']","['भारत', 'खेलाडीको', 'मेहनतले', 'स्वर्ण', 'पदक', 'नेपाललाई', 'दिलायो', '।']"
438,भारत प्रविधि नयाँ प्रयोग,चीन मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['भारत', 'प्रविधिको', 'नयाँ', 'प्रयोग']","['चीन', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
439,भारत मा नेपाल ऐतिहासिक जीत,भारत खेल दर्शक ध्यान ताने छ।,0,"['भारत', 'मा', 'नेपालको', 'ऐतिहासिक', 'जीत']","['भारत', 'खेलले', 'दर्शकको', 'ध्यान', 'तानेको', 'छ', '।']"
440,एआई मा नेपाल ऐतिहासिक जीत,एआई खेलाडी मेहनत स्वर्ण पदक नेपाल दिलायो।,1,"['एआई', 'मा', 'नेपालको', 'ऐतिहासिक', 'जीत']","['एआई', 'खेलाडीको', 'मेहनतले', 'स्वर्ण', 'पदक', 'नेपाललाई', 'दिलायो', '।']"
441,चीन संसद् बैठक स्थगित,फाइभजी को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,1,"['चीन', 'संसद्', 'बैठक', 'स्थगित']","['फाइभजी', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
442,भारत मा नेपाल ऐतिहासिक जीत,चीन प्रतियोगिता नेपाल ऐतिहासिक प्रदर्शन।,1,"['भारत', 'मा', 'नेपालको', 'ऐतिहासिक', 'जीत']","['चीन', 'प्रतियोगितामा', 'नेपालको', 'ऐतिहासिक', 'प्रदर्शन', '।']"
443,नेपाल ले नयाँ उपकरण सार्वजनिक गर्यो,ओलम्पिक मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['नेपाल', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['ओलम्पिक', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
444,फाइभजी नेटवर्क सुरुवात,क्रिकेट मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['फाइभजी', 'नेटवर्कको', 'सुरुवात']","['क्रिकेट', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
445,भारत सम्बन्ध नयाँ मस्यौदा,नेपाल को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,1,"['भारत', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['नेपाल', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
446,चीन खेलाडी स्वर्ण जिते,एआई खेल दर्शक ध्यान ताने छ।,1,"['चीन', 'खेलाडीले', 'स्वर्ण', 'जिते']","['एआई', 'खेलले', 'दर्शकको', 'ध्यान', 'तानेको', 'छ', '।']"
447,चीन ले नयाँ उपकरण सार्वजनिक गर्यो,एआई ले नयाँ उत्पाद बजार चकित पारे छ।,1,"['चीन', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['एआई', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
448,भारत मा प्रधानमन्त्री नयाँ कदम,नेपाल को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,1,"['भारत', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['नेपाल', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
449,चीन सम्बन्ध नयाँ मस्यौदा,क्रिकेट सम्बन्ध सरकार तर्फ चासो व्यक्त।,0,"['चीन', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['क्रिकेट', 'सम्बन्धमा', 'सरकारको', 'तर्फबाट', 'चासो', 'व्यक्त', '।']"
450,ओलम्पिक सम्बन्ध नयाँ मस्यौदा,क्रिकेट को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,0,"['ओलम्पिक', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['क्रिकेट', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
451,फाइभजी संसद् बैठक स्थगित,एआई को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,0,"['फाइभजी', 'संसद्', 'बैठक', 'स्थगित']","['एआई', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
452,नेपाल संसद् बैठक स्थगित,क्रिकेट को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,0,"['नेपाल', 'संसद्', 'बैठक', 'स्थगित']","['क्रिकेट', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
453,ओलम्पिक ले नयाँ उपकरण सार्वजनिक गर्यो,ओलम्पिक मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,0,"['ओलम्पिक', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['ओलम्पिक', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
454,एआई संसद् बैठक स्थगित,फाइभजी को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,0,"['एआई', 'संसद्', 'बैठक', 'स्थगित']","['फाइभजी', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
455,भारत खेलाडी स्वर्ण जिते,नेपाल प्रतियोगिता नेपाल ऐतिहासिक प्रदर्शन।,0,"['भारत', 'खेलाडीले', 'स्वर्ण', 'जिते']","['नेपाल', 'प्रतियोगितामा', 'नेपालको', 'ऐतिहासिक', 'प्रदर्शन', '।']"
456,चीन सम्बन्ध नयाँ मस्यौदा,नेपाल सम्बन्ध सरकार तर्फ चासो व्यक्त।,1,"['चीन', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['नेपाल', 'सम्बन्धमा', 'सरकारको', 'तर्फबाट', 'चासो', 'व्यक्त', '।']"
457,नेपाल नेटवर्क सुरुवात,एआई मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['नेपाल', 'नेटवर्कको', 'सुरुवात']","['एआई', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
458,ओलम्पिक मा प्रधानमन्त्री नयाँ कदम,क्रिकेट को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,0,"['ओलम्पिक', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['क्रिकेट', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
459,फाइभजी ले नयाँ उपकरण सार्वजनिक गर्यो,चीन मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['फाइभजी', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['चीन', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
460,नेपाल मा नेपाल ऐतिहासिक जीत,ओलम्पिक खेल दर्शक ध्यान ताने छ।,0,"['नेपाल', 'मा', 'नेपालको', 'ऐतिहासिक', 'जीत']","['ओलम्पिक', 'खेलले', 'दर्शकको', 'ध्यान', 'तानेको', 'छ', '।']"
461,नेपाल प्रविधि नयाँ प्रयोग,एआई ले नयाँ उत्पाद बजार चकित पारे छ।,0,"['नेपाल', 'प्रविधिको', 'नयाँ', 'प्रयोग']","['एआई', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
462,नेपाल मा प्रधानमन्त्री नयाँ कदम,फाइभजी को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,0,"['नेपाल', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['फाइभजी', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
463,एआई प्रविधि नयाँ प्रयोग,चीन मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['एआई', 'प्रविधिको', 'नयाँ', 'प्रयोग']","['चीन', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
464,चीन फाइनल खेल तयारी,चीन खेल दर्शक ध्यान ताने छ।,0,"['चीन', 'फाइनल', 'खेलको', 'तयारी']","['चीन', 'खेलले', 'दर्शकको', 'ध्यान', 'तानेको', 'छ', '।']"
465,ओलम्पिक सम्बन्ध नयाँ मस्यौदा,ओलम्पिक को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,0,"['ओलम्पिक', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['ओलम्पिक', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
466,नेपाल सम्बन्ध नयाँ मस्यौदा,फाइभजी को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,0,"['नेपाल', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['फाइभजी', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
467,क्रिकेट खेलाडी स्वर्ण जिते,फाइभजी खेलाडी मेहनत स्वर्ण पदक नेपाल दिलायो।,1,"['क्रिकेट', 'खेलाडीले', 'स्वर्ण', 'जिते']","['फाइभजी', 'खेलाडीको', 'मेहनतले', 'स्वर्ण', 'पदक', 'नेपाललाई', 'दिलायो', '।']"
468,ओलम्पिक मा नेपाल ऐतिहासिक जीत,भारत खेल दर्शक ध्यान ताने छ।,1,"['ओलम्पिक', 'मा', 'नेपालको', 'ऐतिहासिक', 'जीत']","['भारत', 'खेलले', 'दर्शकको', 'ध्यान', 'तानेको', 'छ', '।']"
469,ओलम्पिक मा नेपाल ऐतिहासिक जीत,एआई खेलाडी मेहनत स्वर्ण पदक नेपाल दिलायो।,1,"['ओलम्पिक', 'मा', 'नेपालको', 'ऐतिहासिक', 'जीत']","['एआई', 'खेलाडीको', 'मेहनतले', 'स्वर्ण', 'पदक', 'नेपाललाई', 'दिलायो', '।']"
470,चीन मा प्रधानमन्त्री नयाँ कदम,फाइभजी को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,0,"['चीन', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['फाइभजी', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
471,भारत नेटवर्क सुरुवात,फाइभजी मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,0,"['भारत', 'नेटवर्कको', 'सुरुवात']","['फाइभजी', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
472,फाइभजी मा नेपाल ऐतिहासिक जीत,नेपाल खेल दर्शक ध्यान ताने छ।,1,"['फाइभजी', 'मा', 'नेपालको', 'ऐतिहासिक', 'जीत']","['नेपाल', 'खेलले', 'दर्शकको', 'ध्यान', 'तानेको', 'छ', '।']"
473,फाइभजी सम्बन्ध नयाँ मस्यौदा,एआई सम्बन्ध सरकार तर्फ चासो व्यक्त।,1,"['फाइभजी', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['एआई', 'सम्बन्धमा', 'सरकारको', 'तर्फबाट', 'चासो', 'व्यक्त', '।']"
474,चीन ले नयाँ उपकरण सार्वजनिक गर्यो,नेपाल को सुरुवात भविष्य गति थप्नेछ।,1,"['चीन', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['नेपाल', 'को', 'सुरुवातले', 'भविष्यमा', 'गति', 'थप्नेछ', '।']"
475,नेपाल संसद् बैठक स्थगित,भारत सम्बन्ध सरकार तर्फ चासो व्यक्त।,0,"['नेपाल', 'संसद्', 'बैठक', 'स्थगित']","['भारत', 'सम्बन्धमा', 'सरकारको', 'तर्फबाट', 'चासो', 'व्यक्त', '।']"
476,चीन नेटवर्क सुरुवात,क्रिकेट ले नयाँ उत्पाद बजार चकित पारे छ।,1,"['चीन', 'नेटवर्कको', 'सुरुवात']","['क्रिकेट', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
477,ओलम्पिक नेटवर्क सुरुवात,क्रिकेट ले नयाँ उत्पाद बजार चकित पारे छ।,1,"['ओलम्पिक', 'नेटवर्कको', 'सुरुवात']","['क्रिकेट', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
478,एआई संसद् बैठक स्थगित,चीन को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,0,"['एआई', 'संसद्', 'बैठक', 'स्थगित']","['चीन', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
479,ओलम्पिक मा नेपाल ऐतिहासिक जीत,भारत खेल दर्शक ध्यान ताने छ।,0,"['ओलम्पिक', 'मा', 'नेपालको', 'ऐतिहासिक', 'जीत']","['भारत', 'खेलले', 'दर्शकको', 'ध्यान', 'तानेको', 'छ', '।']"
480,फाइभजी ले नयाँ उपकरण सार्वजनिक गर्यो,क्रिकेट ले नयाँ उत्पाद बजार चकित पारे छ।,0,"['फाइभजी', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['क्रिकेट', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
481,भारत नेटवर्क सुरुवात,फाइभजी मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['भारत', 'नेटवर्कको', 'सुरुवात']","['फाइभजी', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
482,क्रिकेट नेटवर्क सुरुवात,नेपाल को सुरुवात भविष्य गति थप्नेछ।,0,"['क्रिकेट', 'नेटवर्कको', 'सुरुवात']","['नेपाल', 'को', 'सुरुवातले', 'भविष्यमा', 'गति', 'थप्नेछ', '।']"
483,नेपाल खेलाडी स्वर्ण जिते,भारत खेल दर्शक ध्यान ताने छ।,1,"['नेपाल', 'खेलाडीले', 'स्वर्ण', 'जिते']","['भारत', 'खेलले', 'दर्शकको', 'ध्यान', 'तानेको', 'छ', '।']"
484,फाइभजी फाइनल खेल तयारी,फाइभजी प्रतियोगिता नेपाल ऐतिहासिक प्रदर्शन।,0,"['फाइभजी', 'फाइनल', 'खेलको', 'तयारी']","['फाइभजी', 'प्रतियोगितामा', 'नेपालको', 'ऐतिहासिक', 'प्रदर्शन', '।']"
